qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
743;1;1058;0,97 wMaL ;3296;1;654;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;2998;1 nErf ;89;0,97 wMaL ;55;0,97 wMaL ;298;1;36;1 nErf ;105;1 nErf ;199;0,97 wMaL nErf ;25;1;105;1;197;0,97 wMaL ;91;1;89;0,97 wMaL ;93;1;131;0,97 wMaL ;10;1;97;0,97 wMaL ;4;1;14;1;18;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
1984;1;161;1;5359;0,97 wMaL ;1941;1 nErf ;102;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;43;1;59;0,97 wMaL ;362;0,97 wMaL ;157;0,97 wMaL nErf ;74;1 nErf ;199;0,97 wMaL nErf ;164;1;19;1;197;0,97 wMaL ;24;1;84;1;21;1;83;1;50;1;76;1;39;1;4;1;47;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
641;1;-2;0,97 Fehl Impl wMaL ;5001;0,97 wMaL ;552;0,97 wMaL nErf ;-2;0,97 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;4;0,97 wMaL ;129;1 nErf ;-2;1 Fehl Impl nErf ;11;1 nErf ;170;1;-2;1 Fehl Impl ;11;1;86;1;-2;1 Fehl Impl ;61;1;131;0,97 wMaL ;-2;1 Fehl Impl ;56;1;29;1;-2;1 Fehl Impl ;49;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;2515;1;-2;0,97 Fehl Impl wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;2473;1 nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;42;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;54;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;53;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;118;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;97;0,97 wMaL ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;21;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;31;1
-2;0,97 Fehl Impl wMaL ;-2;0,97 Fehl Impl wMaL ;5366;0,97 wMaL ;-2;0,97 Fehl Impl wMaL nErf ;-2;0,97 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;369;0,97 wMaL ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;100;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;102;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;60;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;2;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;5;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;2228;1;-2;0,97 Fehl Impl wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;1896;1 nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;332;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;191;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;197;0,97 wMaL ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;69;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;74;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;49;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,97 Fehl Impl wMaL ;569;1;-2;0,97 Fehl Impl wMaL nErf ;-2;0,97 Fehl Impl wMaL nErf ;487;1 nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;82;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;186;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;197;0,97 wMaL ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;60;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;6;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;17;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;5251;0,97 wMaL ;-2;0,97 Fehl Impl wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;254;0,97 wMaL ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;148;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;150;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;79;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;93;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
407;1;-2;0,9409 Fehl Impl wMaL ;5176;0,97 wMaL ;318;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;179;0,97 wMaL ;142;1 nErf ;-2;1 Fehl Impl nErf ;199;0,97 wMaL nErf ;185;1;-2;1 Fehl Impl ;197;0,97 wMaL ;90;1;-2;1 Fehl Impl ;84;1;16;1;-2;1 Fehl Impl ;86;1;4;1;-2;1 Fehl Impl ;23;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;825;1;646;1;-2;0,97 Fehl Impl wMaL nErf ;766;0,97 wMaL nErf ;466;1 nErf ;-2;0,9409 Fehl Impl wMaL ;59;0,97 wMaL ;180;1;-2;1 Fehl Impl nErf ;30;1 nErf ;178;1 nErf ;-2;1 Fehl Impl ;24;1;197;0,97 wMaL ;-2;1 Fehl Impl ;35;1;65;1;-2;1 Fehl Impl ;105;1;36;1;-2;1 Fehl Impl ;45;1;35;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;16;1
50;1;-2;0,97 Fehl Impl wMaL ;5311;0,97 wMaL ;47;1 nErf ;-2;0,97 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;3;1;-2;0,9409 Fehl Impl wMaL ;314;0,97 wMaL ;157;0,97 wMaL nErf ;-2;1 Fehl Impl nErf ;134;1 nErf ;216;1;-2;1 Fehl Impl ;140;1;47;1;-2;1 Fehl Impl ;10;1;131;0,97 wMaL ;-2;1 Fehl Impl ;2;1;18;1;-2;1 Fehl Impl ;24;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;1010;0,97 wMaL ;3764;1;-2;0,97 Fehl Impl wMaL nErf ;1003;0,97 wMaL nErf ;3364;1 nErf ;-2;0,9409 Fehl Impl wMaL ;7;0,97 wMaL ;400;1;-2;1 Fehl Impl nErf ;127;0,97 wMaL nErf ;91;1 nErf ;-2;1 Fehl Impl ;163;0,97 wMaL ;89;1;-2;1 Fehl Impl ;37;1;108;1;-2;1 Fehl Impl ;27;1;7;1;-2;1 Fehl Impl ;20;1;55;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
1003;1;-2;0,9409 Fehl Impl wMaL ;349;1;914;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;138;1 nErf ;89;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;211;1;157;0,97 wMaL nErf ;-2;1 Fehl Impl nErf ;91;1 nErf ;239;0,97 wMaL ;-2;1 Fehl Impl ;78;1;94;1;-2;1 Fehl Impl ;100;1;57;1;-2;1 Fehl Impl ;62;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;17;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;1910;1;-2;0,97 Fehl Impl wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;1709;1 nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;201;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;60;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;63;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;31;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;97;0,97 wMaL ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;25;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
2035;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;5328;0,97 wMaL ;2003;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;32;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;331;0,97 wMaL ;23;1 nErf ;-2;1 Fehl Impl nErf ;199;0,97 wMaL nErf ;23;1;-2;1 Fehl Impl ;197;0,97 wMaL ;77;1;-2;1 Fehl Impl ;74;1;131;0,97 wMaL ;-2;1 Fehl Impl ;97;0,97 wMaL ;53;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
2033;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;4043;1;2003;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;3755;1 nErf ;30;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;288;1;86;1 nErf ;-2;1 Fehl Impl nErf ;48;1 nErf ;86;1;-2;1 Fehl Impl ;49;1;57;1;-2;1 Fehl Impl ;40;1;98;1;-2;1 Fehl Impl ;34;1;5;1;-2;1 Fehl Impl ;30;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
2008;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;5182;0,97 wMaL ;2003;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;4997;0,97 wMaL nErf ;5;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;185;0,97 wMaL ;157;0,97 wMaL nErf ;-2;1 Fehl Impl nErf ;199;0,97 wMaL nErf ;231;1;-2;1 Fehl Impl ;197;0,97 wMaL ;37;1;-2;1 Fehl Impl ;26;1;131;0,97 wMaL ;-2;1 Fehl Impl ;97;0,97 wMaL ;23;1;-2;1 Fehl Impl ;24;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;0,97 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;4599;1;-2;0,97 Fehl Impl wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;4567;1 nErf ;-2;0,9409 Fehl Impl wMaL ;-2;0,9409 Fehl Impl wMaL ;32;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;7;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;7;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;78;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;88;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;34;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;3;1
851;1;-2;0,9409 Fehl Impl wMaL ;1365;1;762;0,97 wMaL nErf ;-2;0,9409 Fehl Impl wMaL nErf ;1272;1 nErf ;89;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;93;1;156;1 nErf ;-2;1 Fehl Impl nErf ;199;0,97 wMaL nErf ;211;1;-2;1 Fehl Impl ;197;0,97 wMaL ;113;0,97 wMaL ;-2;1 Fehl Impl ;7;1;12;1;-2;1 Fehl Impl ;97;0,97 wMaL ;12;1;-2;1 Fehl Impl ;18;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
1323;1;-2;0,97 Fehl Impl wMaL ;472;1;1234;0,97 wMaL nErf ;-2;0,97 Fehl Impl wMaL nErf ;281;1 nErf ;89;0,97 wMaL ;-2;0,9409 Fehl Impl wMaL ;191;1;70;1 nErf ;-2;1 Fehl Impl nErf ;22;1 nErf ;64;1;-2;1 Fehl Impl ;10;1;111;1;-2;1 Fehl Impl ;39;1;100;1;-2;1 Fehl Impl ;97;0,97 wMaL ;57;1;-2;1 Fehl Impl ;9;1;57;1;-2;1 Fehl Impl ;33;1
-2;1 Fehl Impl ;-2;1 Fehl Impl ;2723;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;2664;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;59;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;115;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;116;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;73;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;3;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;26;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;4030;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;3967;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;63;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;150;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;151;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;91;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;91;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
1812;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;1782;1 nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;30;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;139;1 nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;140;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;73;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;61;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;15;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;926;1;1139;1;-2;1 Fehl Impl nErf ;889;1 nErf ;757;1 nErf ;-2;1 Fehl Impl ;37;1;382;1;-2;1 Fehl Impl nErf ;75;1 nErf ;151;1 nErf ;-2;1 Fehl Impl ;75;1;194;1;-2;1 Fehl Impl ;86;1;65;1;-2;1 Fehl Impl ;1;1;47;1;-2;1 Fehl Impl ;58;1;45;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;4863;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;4399;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;464;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;167;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;177;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;76;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;16;1
-2;1 Fehl Impl ;-2;1 Fehl Impl ;1056;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;569;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;487;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;86;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;156;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;4;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;15;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;21;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;3497;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;3318;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;179;1;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;122;1 nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;126;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;51;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;6;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;22;1;-2;1 Fehl Impl ;-2;1 Fehl Impl ;45;1
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl nErf ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl ;-2;1 Fehl Impl 
